Date,High,Low,Open,Close,Volume,Adj Close
2020-07-01,43.18000030517578,42.619998931884766,43.02000045776367,43.0099983215332,4474000.0,42.77491760253906
2020-07-02,44.2599983215332,43.540000915527344,43.68000030517578,44.040000915527344,5302500.0,43.799293518066406
2020-07-06,44.790000915527344,43.86000061035156,44.560001373291016,44.220001220703125,4759900.0,43.978309631347656
2020-07-07,44.650001525878906,43.95000076293945,44.18000030517578,44.060001373291016,4744700.0,43.819183349609375
2020-07-08,44.119998931884766,42.56999969482422,44.029998779296875,43.02000045776367,4721900.0,42.78486633300781
2020-07-09,43.36000061035156,42.65999984741211,42.959999084472656,43.099998474121094,5020400.0,42.86442565917969
2020-07-10,43.209999084472656,42.380001068115234,43.02000045776367,43.029998779296875,3704300.0,42.7948112487793
2020-07-13,44.279998779296875,43.31999969482422,43.34000015258789,43.380001068115234,5117900.0,43.14289855957031
2020-07-14,45.0,42.459999084472656,43.86000061035156,43.400001525878906,7453100.0,43.16279220581055
2020-07-15,44.27000045776367,42.63999938964844,43.619998931884766,44.02000045776367,5838800.0,43.77939987182617
2020-07-16,44.150001525878906,43.209999084472656,44.0,43.5,3860100.0,43.26224136352539
2020-07-17,44.59000015258789,43.529998779296875,43.619998931884766,44.20000076293945,4992100.0,43.95841598510742
2020-07-20,45.029998779296875,44.0,44.130001068115234,44.84000015258789,2979000.0,44.59491729736328
2020-07-21,45.70000076293945,45.060001373291016,45.11000061035156,45.540000915527344,5431300.0,45.29109191894531
2020-07-22,45.9900016784668,45.40999984741211,45.650001525878906,45.84000015258789,3435200.0,45.589454650878906
2020-07-23,46.540000915527344,45.70000076293945,45.95000076293945,45.77000045776367,4063100.0,45.51983642578125
2020-07-24,46.15999984741211,45.400001525878906,45.72999954223633,45.7400016784668,3401200.0,45.4900016784668
2020-07-27,46.439998626708984,45.58000183105469,45.58000183105469,46.220001220703125,3618600.0,46.220001220703125
2020-07-28,46.0099983215332,45.34000015258789,45.90999984741211,45.369998931884766,2654300.0,45.369998931884766
2020-07-29,46.83000183105469,45.45000076293945,45.63999938964844,46.54999923706055,3375200.0,46.54999923706055
2020-07-30,47.02000045776367,45.720001220703125,45.90999984741211,46.90999984741211,3262200.0,46.90999984741211
2020-07-31,47.06999969482422,46.150001525878906,47.060001373291016,47.040000915527344,4398300.0,47.040000915527344
