Date,High,Low,Open,Close,Volume,Adj Close
2020-07-01,40.18000030517578,39.220001220703125,39.43000030517578,39.2400016784668,6326100,39.2400016784668
2020-07-02,40.02000045776367,39.29999923706055,39.630001068115234,39.400001525878906,4389500,39.400001525878906
2020-07-06,40.0099983215332,39.08000183105469,39.75,39.599998474121094,4883100,39.599998474121094
2020-07-07,40.2400016784668,39.119998931884766,39.189998626708984,39.939998626708984,8659900,39.939998626708984
2020-07-08,40.439998626708984,39.61000061035156,39.81999969482422,39.869998931884766,7530500,39.869998931884766
2020-07-09,39.72999954223633,38.529998779296875,39.72999954223633,38.599998474121094,6257000,38.599998474121094
2020-07-10,40.31999969482422,38.900001525878906,38.95000076293945,40.27000045776367,8406400,40.27000045776367
2020-07-13,40.720001220703125,39.7400016784668,40.130001068115234,40.209999084472656,6931300,40.209999084472656
2020-07-14,41.099998474121094,39.880001068115234,40.209999084472656,41.060001373291016,7783300,41.060001373291016
2020-07-15,41.75,40.959999084472656,41.34000015258789,41.0,6499600,41.0
2020-07-16,41.68000030517578,40.869998931884766,40.939998626708984,41.47999954223633,5670900,41.47999954223633
2020-07-17,41.849998474121094,41.38999938964844,41.84000015258789,41.540000915527344,6242700,41.540000915527344
2020-07-20,41.5,40.47999954223633,41.5,40.869998931884766,5915800,40.869998931884766
2020-07-21,42.13999938964844,41.040000915527344,41.040000915527344,41.220001220703125,6212400,41.220001220703125
2020-07-22,41.400001525878906,40.5099983215332,41.099998474121094,41.34000015258789,5437900,41.34000015258789
2020-07-23,41.7400016784668,41.2599983215332,41.47999954223633,41.58000183105469,4803000,41.58000183105469
2020-07-24,42.59000015258789,41.59000015258789,41.79999923706055,41.849998474121094,6186800,41.849998474121094
2020-07-27,42.27000045776367,41.7599983215332,42.0,42.130001068115234,6052100,42.130001068115234
2020-07-28,43.20000076293945,42.209999084472656,42.97999954223633,42.52000045776367,10794200,42.52000045776367
2020-07-29,42.869998931884766,41.41999816894531,42.869998931884766,41.630001068115234,7890100,41.630001068115234
2020-07-30,41.88999938964844,41.18000030517578,41.279998779296875,41.58000183105469,6256700,41.58000183105469
2020-07-31,41.560001373291016,40.66999816894531,41.310001373291016,41.150001525878906,7572500,41.150001525878906
